"year","month","ts","time","spi1","spi2","spi3","spi4","spi5","spi6","spi7","spi8","spi9","spi10","spi11","spi12"
1914,11,1914.88,"1914-11-15 00:00:00",-0.417334,-0.601434,0.0504593,-0.418244,0.224781,0.256572,0.629642,0.434497,1.08154,0.786442,0.624597,0.787335
1914,12,1914.96,"1914-12-15 00:00:00",-0.0142912,-0.445627,-0.445905,-0.0493003,-0.473671,0.13846,0.175033,0.543598,0.358627,0.990066,0.714741,0.551819
1915,1,1915.04,"1915-1-15 00:00:00",1.26306,0.751406,0.371047,0.222685,0.502259,0.109768,0.56313,0.589262,0.922708,0.729629,1.28844,1.02055
1915,2,1915.12,"1915-2-15 00:00:00",-0.532009,0.604782,0.385777,0.0358361,-0.0629483,0.232092,-0.128714,0.344109,0.378948,0.718508,0.532483,1.09323
1915,3,1915.21,"1915-3-15 00:00:00",1.37132,0.618183,1.24823,0.908886,0.599682,0.467636,0.687167,0.349972,0.723304,0.752828,1.062,0.877605
1915,4,1915.29,"1915-4-15 00:00:00",0.0211989,1.02413,0.470535,1.08001,0.810411,0.526713,0.409793,0.63285,0.305104,0.680669,0.708842,1.01139
1915,5,1915.38,"1915-5-15 00:00:00",-1.32678,-1.04842,0.231043,-0.143506,0.518162,0.355038,0.11109,0.0271502,0.2681,-0.0377403,0.367684,0.398805
1915,6,1915.46,"1915-6-15 00:00:00",-2.00742,-2.45655,-2.04726,-0.691392,-0.867124,-0.170492,-0.218754,-0.414784,-0.451931,-0.191228,-0.468584,-0.0350487
1915,7,1915.54,"1915-7-15 00:00:00",0.181448,-0.933611,-1.71591,-1.42575,-0.517952,-0.714886,-0.125645,-0.178974,-0.360671,-0.398102,-0.160332,-0.42119
1915,8,1915.62,"1915-8-15 00:00:00",0.707695,0.494876,-0.329514,-0.835769,-0.811606,-0.157659,-0.369283,0.111224,0.0393995,-0.135702,-0.18672,0.0219077
1915,9,1915.71,"1915-9-15 00:00:00",-0.334623,0.231881,0.214985,-0.480815,-0.911534,-0.881018,-0.287694,-0.46347,-0.0250652,-0.0761563,-0.234273,-0.276099
1915,10,1915.79,"1915-10-15 00:00:00",-0.579923,-0.82131,-0.248222,-0.140861,-0.746721,-1.13608,-1.11445,-0.534264,-0.684562,-0.253841,-0.281492,-0.429353
1915,11,1915.88,"1915-11-15 00:00:00",-0.334623,-1.06514,-0.957332,-0.465026,-0.334763,-0.878995,-1.25172,-1.21414,-0.652834,-0.789557,-0.385925,-0.408194
1915,12,1915.96,"1915-12-15 00:00:00",1.49531,0.959738,0.406287,0.174565,0.420122,0.382069,-0.129107,-0.49197,-0.503692,-0.045446,-0.214741,0.1479
1916,1,1916.04,"1916-1-15 00:00:00",1.03683,1.63465,1.27589,0.794877,0.570685,0.771164,0.687421,0.212064,-0.130195,-0.154505,0.24042,0.0642746
1916,2,1916.12,"1916-2-15 00:00:00",0.827799,1.2558,2.0907,1.4485,1.02456,0.796485,0.965319,0.872772,0.431,0.10137,0.067016,0.423176
1916,3,1916.21,"1916-3-15 00:00:00",-0.193964,0.411818,0.923387,1.50764,1.19978,0.836683,0.638297,0.810511,0.743963,0.320525,0.00870821,-0.0201236
1916,4,1916.29,"1916-4-15 00:00:00",0.435792,0.0671132,0.492213,0.953496,1.51756,1.23508,0.889355,0.701937,0.869419,0.800612,0.385347,0.080981
1916,5,1916.38,"1916-5-15 00:00:00",-0.0778668,0.174433,-0.068114,0.353544,0.802322,1.37192,1.11201,0.784145,0.613903,0.773455,0.723817,0.325155
1916,6,1916.46,"1916-6-15 00:00:00",0.913416,0.550146,0.646615,0.371621,0.647231,1.03652,1.53442,1.27284,0.951164,0.785637,0.927725,0.874381
1916,7,1916.54,"1916-7-15 00:00:00",0.125082,0.568778,0.436086,0.499527,0.300263,0.555107,0.905354,1.38115,1.16102,0.868738,0.722672,0.86352
1916,8,1916.62,"1916-8-15 00:00:00",0.230458,0.164268,0.509858,0.390819,0.465664,0.303671,0.52817,0.842636,1.28896,1.10648,0.844111,0.710663
1916,9,1916.71,"1916-9-15 00:00:00",-0.227892,-0.0625264,-0.0231227,0.30189,0.208599,0.291914,0.159984,0.373914,0.661404,1.0928,0.934478,0.702998
1916,10,1916.79,"1916-10-15 00:00:00",0.353369,0.0244245,0.0869497,0.0838819,0.356536,0.276288,0.350272,0.224774,0.420553,0.695588,1.10324,0.95405
1916,11,1916.88,"1916-11-15 00:00:00",-0.274168,-0.0920304,-0.232604,-0.140268,-0.10091,0.167909,0.101833,0.181023,0.0737552,0.272583,0.541881,0.960397
1916,12,1916.96,"1916-12-15 00:00:00",0.527305,0.109109,0.209812,0.0291798,0.0732507,0.0713172,0.313372,0.249859,0.318961,0.202653,0.386221,0.639339
1917,1,1917.04,"1917-1-15 00:00:00",0.242213,0.436333,0.140287,0.226099,0.0638244,0.103694,0.096787,0.328227,0.267395,0.330641,0.219396,0.3968
1917,2,1917.12,"1917-2-15 00:00:00",-1.88254,-0.95623,-0.485234,-0.574595,-0.399235,-0.502235,-0.426164,-0.361075,-0.123099,-0.17683,-0.0882834,-0.161643
1917,3,1917.21,"1917-3-15 00:00:00",0.0744558,-1.08911,-0.824961,-0.363767,-0.529007,-0.386604,-0.482962,-0.418129,-0.360685,-0.134586,-0.18453,-0.102086
1917,4,1917.29,"1917-4-15 00:00:00",0.384883,0.215733,-0.725793,-0.586403,-0.243085,-0.416174,-0.290242,-0.394531,-0.337669,-0.291596,-0.0716278,-0.120086
1917,5,1917.38,"1917-5-15 00:00:00",-1.30754,-0.703781,-0.561459,-1.29753,-1.10443,-0.675674,-0.807823,-0.650471,-0.733117,-0.656737,-0.584228,-0.363477
1917,6,1917.46,"1917-6-15 00:00:00",-1.08312,-1.78163,-1.25923,-1.06837,-1.62025,-1.44175,-0.997638,-1.09108,-0.91078,-0.971054,-0.889336,-0.805544
1917,7,1917.54,"1917-7-15 00:00:00",-0.313718,-0.927431,-1.70014,-1.21498,-1.10456,-1.60385,-1.45131,-1.06968,-1.16007,-0.988618,-1.03944,-0.971049
1917,8,1917.62,"1917-8-15 00:00:00",1.49338,0.715352,0.179828,-0.338391,-0.216137,-0.224775,-0.722724,-0.655856,-0.43012,-0.550714,-0.447079,-0.516826
1917,9,1917.71,"1917-9-15 00:00:00",-1.16749,0.448577,0.103666,-0.324139,-0.756083,-0.608359,-0.580044,-0.999422,-0.920754,-0.687461,-0.793664,-0.683612
1917,10,1917.79,"1917-10-15 00:00:00",1.31384,0.490535,1.17176,0.747697,0.372649,-0.0300965,0.04482,0.0172751,-0.408642,-0.364534,-0.202742,-0.316515
1917,11,1917.88,"1917-11-15 00:00:00",-0.222804,1.01281,0.188042,0.85578,0.544449,0.200748,-0.170803,-0.0902804,-0.104893,-0.497321,-0.460943,-0.303243
1917,12,1917.96,"1917-12-15 00:00:00",-0.90184,-0.973297,0.184993,-0.344041,0.364105,0.143918,-0.173537,-0.532768,-0.437818,-0.416157,-0.790267,-0.737802
1918,1,1918.04,"1918-1-15 00:00:00",0.629975,-0.223697,-0.43938,0.392908,-0.0799299,0.533784,0.307052,0.00628465,-0.333676,-0.250143,-0.24756,-0.617663
1918,2,1918.12,"1918-2-15 00:00:00",-0.0655158,0.32273,-0.434526,-0.509544,0.267754,-0.166555,0.414359,0.219218,-0.0698789,-0.403886,-0.314464,-0.302905
1918,3,1918.21,"1918-3-15 00:00:00",-1.34495,-0.955843,-0.425317,-0.866101,-0.958082,-0.176224,-0.559899,0.0226194,-0.120132,-0.397373,-0.715472,-0.617023
1918,4,1918.29,"1918-4-15 00:00:00",0.410425,-0.630773,-0.612135,-0.237904,-0.681379,-0.800429,-0.0832176,-0.459539,0.0960863,-0.050542,-0.320234,-0.627748
1918,5,1918.38,"1918-5-15 00:00:00",-1.59362,-0.852982,-1.50597,-1.30011,-0.861191,-1.17945,-1.25316,-0.510242,-0.855961,-0.290305,-0.396565,-0.655785
1918,6,1918.46,"1918-6-15 00:00:00",-0.474679,-1.48973,-1.0178,-1.58438,-1.37015,-0.996281,-1.28327,-1.33495,-0.628075,-0.941274,-0.408574,-0.502895
1918,7,1918.54,"1918-7-15 00:00:00",0.141735,-0.222865,-1.09668,-0.733533,-1.2315,-1.15309,-0.850639,-1.1299,-1.19881,-0.571957,-0.858261,-0.378682
1918,8,1918.62,"1918-8-15 00:00:00",0.445908,0.306304,0.02341,-0.574392,-0.417897,-0.840225,-0.841136,-0.60933,-0.882857,-0.971643,-0.425144,-0.695037
1918,9,1918.71,"1918-9-15 00:00:00",0.970477,0.915134,0.684807,0.425797,-0.102439,-0.00264021,-0.395908,-0.431387,-0.245509,-0.520766,-0.617269,-0.151749
1918,10,1918.79,"1918-10-15 00:00:00",-0.161754,0.453486,0.542657,0.441713,0.235463,-0.229212,-0.134397,-0.494313,-0.522462,-0.343691,-0.598229,-0.689898
1918,11,1918.88,"1918-11-15 00:00:00",-1.45612,-1.53451,-0.39692,-0.166449,-0.114469,-0.281898,-0.715406,-0.591772,-0.895663,-0.896373,-0.721988,-0.951847
1918,12,1918.96,"1918-12-15 00:00:00",1.37984,0.340696,0.0904194,0.485259,0.585979,0.504654,0.328767,-0.0806493,-0.00218034,-0.323447,-0.368018,-0.212875
1919,1,1919.04,"1919-1-15 00:00:00",-1.06538,0.522468,-0.280372,-0.408613,0.0118713,0.143102,0.136656,-0.0216298,-0.41688,-0.321184,-0.608194,-0.642399
1919,2,1919.12,"1919-2-15 00:00:00",-0.320087,-1.13793,0.229987,-0.483315,-0.596133,-0.16964,-0.0340627,-0.0156401,-0.169101,-0.558981,-0.452231,-0.715259
1919,3,1919.21,"1919-3-15 00:00:00",0.651704,0.154614,-0.548965,0.428024,-0.19032,-0.325218,0.0321347,0.144716,0.140103,-0.00316713,-0.366759,-0.280988
1919,4,1919.29,"1919-4-15 00:00:00",0.684453,0.840322,0.411577,-0.194006,0.598524,0.013564,-0.12538,0.196925,0.298831,0.27828,0.138349,-0.213875
1919,5,1919.38,"1919-5-15 00:00:00",-2.43094,-1.01887,-0.353388,-0.529924,-1.05115,-0.0858956,-0.620571,-0.705448,-0.351342,-0.224442,-0.190843,-0.323397
1919,6,1919.46,"1919-6-15 00:00:00",-0.520851,-1.98897,-1.17463,-0.619084,-0.717455,-1.18518,-0.274552,-0.76067,-0.822378,-0.481261,-0.357056,-0.316074
1919,7,1919.54,"1919-7-15 00:00:00",-0.0974326,-0.444093,-1.65928,-1.00956,-0.622639,-0.730466,-1.12826,-0.33895,-0.779537,-0.833443,-0.518488,-0.407004
1919,8,1919.62,"1919-8-15 00:00:00",-1.26426,-0.828703,-1.001,-1.80929,-1.37544,-1.00259,-1.07656,-1.4275,-0.669582,-1.07462,-1.11169,-0.800948
1919,9,1919.71,"1919-9-15 00:00:00",-0.866891,-1.55579,-1.15007,-1.28578,-1.97043,-1.56742,-1.20955,-1.24681,-1.54827,-0.846628,-1.2189,-1.24761
1919,10,1919.79,"1919-10-15 00:00:00",-0.0622569,-0.737934,-1.31404,-1.06597,-1.22173,-1.85699,-1.53702,-1.21554,-1.25734,-1.55091,-0.87967,-1.23717
1919,11,1919.88,"1919-11-15 00:00:00",1.19307,0.908691,0.219343,-0.377569,-0.392421,-0.560325,-1.1556,-0.907081,-0.662783,-0.747616,-1.04082,-0.483485
1919,12,1919.96,"1919-12-15 00:00:00",1.61841,2.00505,1.53343,1.11509,0.579719,0.407252,0.221794,-0.331675,-0.155554,0.008426,-0.116561,-0.391189
1920,1,1920.04,"1920-1-15 00:00:00",1.16726,1.80416,2.20366,1.84358,1.44724,0.975066,0.764595,0.591661,0.0733972,0.218127,0.33769,0.202209
1920,2,1920.12,"1920-2-15 00:00:00",-0.399807,0.586992,1.66645,1.83025,1.57439,1.17998,0.731335,0.571774,0.413282,-0.0947682,0.0579349,0.188384
1920,3,1920.21,"1920-3-15 00:00:00",-1.08118,-1.08911,-0.0729356,0.913664,1.33133,1.14177,0.792981,0.380584,0.269446,0.116443,-0.37029,-0.210002
1920,4,1920.29,"1920-4-15 00:00:00",1.08584,0.0763477,-0.256145,0.419726,1.20257,1.58114,1.39146,1.0571,0.656702,0.521254,0.372183,-0.0964651
1920,5,1920.38,"1920-5-15 00:00:00",0.466833,1.1036,0.261773,-0.0598899,0.527191,1.23806,1.59751,1.40786,1.09594,0.712123,0.583081,0.441745
1920,6,1920.46,"1920-6-15 00:00:00",-1.73699,-0.805818,0.0146008,-0.564659,-0.70731,-0.0928406,0.716882,1.10191,0.943217,0.657528,0.302353,0.216095
1920,7,1920.54,"1920-7-15 00:00:00",0.596609,-0.427012,-0.213097,0.323459,-0.165592,-0.359005,0.139848,0.818948,1.16875,1.0169,0.756253,0.430306
1920,8,1920.62,"1920-8-15 00:00:00",0.211423,0.484073,-0.257541,-0.0827358,0.314608,-0.0863906,-0.265271,0.162202,0.773945,1.10852,0.977468,0.73733
1920,9,1920.71,"1920-9-15 00:00:00",0.646043,0.522492,0.656804,0.029107,0.151981,0.480547,0.115872,-0.0583825,0.308968,0.842994,1.14656,1.02783
1920,10,1920.79,"1920-10-15 00:00:00",-2.18782,-0.889824,-0.609439,-0.184033,-0.724964,-0.557668,-0.195797,-0.50096,-0.620382,-0.233213,0.353487,0.6736
1920,11,1920.88,"1920-11-15 00:00:00",-2.65909,-4.68499,-2.05508,-1.57155,-0.964733,-1.43886,-1.24866,-0.843211,-1.08211,-1.1595,-0.772,-0.141717
1920,12,1920.96,"1920-12-15 00:00:00",-0.585623,-2.17885,-3.00565,-2.13704,-1.82617,-1.21259,-1.6677,-1.49473,-1.09332,-1.28894,-1.36392,-0.964528
1921,1,1921.04,"1921-1-15 00:00:00",1.37297,0.520335,-0.600898,-1.47745,-1.06684,-0.947835,-0.575712,-1.02333,-0.888005,-0.546819,-0.774567,-0.882881
1921,2,1921.12,"1921-2-15 00:00:00",-1.14018,0.4344,-0.14138,-1.10003,-1.92442,-1.45233,-1.30107,-0.902983,-1.35532,-1.22373,-0.855728,-1.04529
1921,3,1921.21,"1921-3-15 00:00:00",-1.95057,-2.18671,-0.509189,-0.783418,-1.6678,-2.42202,-1.9227,-1.75473,-1.31403,-1.74196,-1.60413,-1.23396
1921,4,1921.29,"1921-4-15 00:00:00",-0.951972,-2.08729,-2.37852,-0.928397,-1.12287,-1.9636,-2.66499,-2.1919,-2.01741,-1.55338,-1.96975,-1.82238
1921,5,1921.38,"1921-5-15 00:00:00",-0.059077,-0.820387,-1.73429,-2.0557,-0.913105,-1.09338,-1.85943,-2.49079,-2.0928,-1.92786,-1.52175,-1.91679
1921,6,1921.46,"1921-6-15 00:00:00",-0.303994,-0.333902,-0.885952,-1.67486,-1.92232,-0.976842,-1.14677,-1.83396,-2.39192,-2.03268,-1.8913,-1.53054
1921,7,1921.54,"1921-7-15 00:00:00",-2.34445,-1.85405,-1.84965,-1.99204,-2.58359,-2.74316,-1.79175,-1.85359,-2.4783,-2.95757,-2.58181,-2.44076
1921,8,1921.62,"1921-8-15 00:00:00",-0.390864,-1.7286,-1.63749,-1.53398,-1.80496,-2.28936,-2.5062,-1.73236,-1.80224,-2.39409,-2.85156,-2.52164
1921,9,1921.71,"1921-9-15 00:00:00",-1.13838,-1.08883,-2.03206,-1.95542,-1.82539,-2.04151,-2.45169,-2.60953,-1.89208,-1.94665,-2.49599,-2.91979
1921,10,1921.79,"1921-10-15 00:00:00",-0.601218,-1.38434,-1.33534,-2.08053,-2.06583,-1.97921,-2.2072,-2.58681,-2.73831,-2.06543,-2.09681,-2.62616
1921,11,1921.88,"1921-11-15 00:00:00",-0.555136,-1.29003,-1.5416,-1.52306,-2.21535,-2.17606,-2.12401,-2.31067,-2.62443,-2.78163,-2.17855,-2.22977
1921,12,1921.96,"1921-12-15 00:00:00",0.0334392,-0.497279,-0.824276,-1.32992,-1.43988,-2.08235,-2.09093,-2.07937,-2.27749,-2.54071,-2.72155,-2.1246
1922,1,1922.04,"1922-1-15 00:00:00",0.610237,0.321859,-0.108718,-0.471213,-0.920504,-1.06891,-1.7124,-1.77573,-1.77519,-1.95504,-2.23146,-2.44127
1922,2,1922.12,"1922-2-15 00:00:00",0.238798,0.510006,0.33191,-0.0668712,-0.414992,-0.816248,-0.954047,-1.58454,-1.68268,-1.70448,-1.86539,-2.11601
1922,3,1922.21,"1922-3-15 00:00:00",0.421392,0.345092,0.578402,0.393613,0.0607629,-0.264332,-0.637577,-0.780827,-1.38936,-1.48013,-1.5051,-1.67935
1922,4,1922.29,"1922-4-15 00:00:00",1.35566,1.15234,0.949242,1.10541,0.852982,0.520864,0.194953,-0.18025,-0.336334,-0.956753,-1.05003,-1.07892
1922,5,1922.38,"1922-5-15 00:00:00",-1.02436,0.39715,0.483006,0.433362,0.631209,0.470596,0.175673,-0.115806,-0.462697,-0.596279,-1.17842,-1.26387
1922,6,1922.46,"1922-6-15 00:00:00",-0.29906,-0.99763,0.0891039,0.233806,0.232194,0.436477,0.318401,0.0491143,-0.213854,-0.530811,-0.654159,-1.20585
1922,7,1922.54,"1922-7-15 00:00:00",0.85128,0.470509,-0.118883,0.550903,0.607759,0.555107,0.714302,0.574481,0.323381,0.0684668,-0.225498,-0.352598
1922,8,1922.62,"1922-8-15 00:00:00",0.662689,0.924227,0.658508,0.210628,0.696474,0.72831,0.682188,0.820597,0.69064,0.465448,0.224745,-0.0510622
1922,9,1922.71,"1922-9-15 00:00:00",1.30503,1.30514,1.35132,1.11931,0.710422,1.08839,1.08029,1.00044,1.1069,0.968611,0.762513,0.532495
1922,10,1922.79,"1922-10-15 00:00:00",0.0740658,0.872644,0.993514,1.12273,0.952922,0.608415,0.976392,0.982421,0.919844,1.03133,0.902478,0.707866
1922,11,1922.88,"1922-11-15 00:00:00",0.770827,0.585225,1.08384,1.17826,1.29023,1.12277,0.813785,1.13805,1.11838,1.05807,1.16957,1.04643
1922,12,1922.96,"1922-12-15 00:00:00",0.471727,0.79983,0.589001,1.09641,1.24397,1.33939,1.19206,0.907702,1.22343,1.18161,1.12898,1.22402
1923,1,1923.04,"1923-1-15 00:00:00",0.160676,0.346319,0.672157,0.532842,0.997928,1.15435,1.27016,1.14809,0.872237,1.1684,1.13733,1.09796
1923,2,1923.12,"1923-2-15 00:00:00",0.540794,0.397468,0.553881,0.772693,0.651055,1.06777,1.2039,1.32345,1.22653,0.967356,1.24252,1.19492
1923,3,1923.21,"1923-3-15 00:00:00",-0.695943,-0.0994741,-0.0924742,0.125707,0.4235,0.345056,0.767599,0.917293,1.07227,0.973754,0.725948,1.01096
1923,4,1923.29,"1923-4-15 00:00:00",-0.0990938,-0.659674,-0.216455,-0.194006,0.0255913,0.319415,0.256485,0.680636,0.833657,1.00016,0.900623,0.65448
1923,5,1923.38,"1923-5-15 00:00:00",0.943771,0.589866,-0.00135153,0.223916,0.20699,0.330822,0.576892,0.49821,0.881053,1.01223,1.16008,1.06624
1923,6,1923.46,"1923-6-15 00:00:00",0.00262142,0.640979,0.417529,-0.0532908,0.157942,0.151657,0.27576,0.509867,0.438355,0.799903,0.927725,1.08405
1923,7,1923.54,"1923-7-15 00:00:00",-0.826107,-0.685377,-0.131908,-0.20721,-0.531708,-0.28128,-0.259556,-0.0913624,0.153796,0.112441,0.473406,0.610208
1923,8,1923.62,"1923-8-15 00:00:00",-0.487759,-0.914033,-0.82521,-0.346086,-0.409029,-0.659383,-0.441203,-0.418463,-0.246681,-0.0143785,-0.0418721,0.306366
1923,9,1923.71,"1923-9-15 00:00:00",-0.375508,-0.676522,-0.99162,-0.929517,-0.497499,-0.538703,-0.750269,-0.539628,-0.511602,-0.346929,-0.13207,-0.150768
1923,10,1923.79,"1923-10-15 00:00:00",1.81796,1.37399,0.872755,0.306317,0.25032,0.513119,0.420282,0.16645,0.268587,0.265653,0.341715,0.515797
1923,11,1923.88,"1923-11-15 00:00:00",0.0498075,1.78246,1.08746,0.70764,0.233437,0.18708,0.438291,0.353552,0.118807,0.219813,0.218471,0.297046
1923,12,1923.96,"1923-12-15 00:00:00",0.194911,0.0506827,1.22131,0.957944,0.671584,0.232132,0.190645,0.435758,0.355027,0.125367,0.223511,0.221359
1924,1,1924.04,"1924-1-15 00:00:00",-1.39122,-0.687132,-0.671659,0.61542,0.383753,0.144615,-0.20187,-0.228228,0.0253096,-0.0360487,-0.226763,-0.111221
1924,2,1924.12,"1924-2-15 00:00:00",-0.338616,-1.36481,-1.09464,-0.846389,0.384673,0.177606,-0.0383439,-0.346962,-0.37665,-0.126547,-0.177093,-0.348597
1924,3,1924.21,"1924-3-15 00:00:00",-0.734771,-0.831016,-1.6641,-1.16911,-1.08312,0.0821305,-0.0905126,-0.283464,-0.552781,-0.57611,-0.332674,-0.37366
1924,4,1924.29,"1924-4-15 00:00:00",1.21943,0.362779,0.00838102,-0.720452,-0.543131,-0.54933,0.454854,0.271864,0.0755944,-0.219989,-0.246024,-0.0180419
1924,5,1924.38,"1924-5-15 00:00:00",1.08205,1.66164,0.879819,0.484765,-0.165716,-0.111471,-0.150639,0.72589,0.546632,0.354649,0.0515799,0.0251028
1924,6,1924.46,"1924-6-15 00:00:00",0.323159,0.959119,1.48782,0.879315,0.51579,-0.0612636,-0.0327513,-0.0729596,0.734455,0.566063,0.387003,0.10044
1924,7,1924.54,"1924-7-15 00:00:00",0.721253,0.687261,1.20795,1.50376,1.03975,0.726452,0.228771,0.211875,0.161068,0.870838,0.715537,0.550864
1924,8,1924.62,"1924-8-15 00:00:00",1.83366,1.56061,1.48279,1.74188,1.99991,1.58579,1.29502,0.869511,0.78813,0.723685,1.32182,1.16819
1924,9,1924.71,"1924-9-15 00:00:00",1.02486,1.91728,1.72555,1.67567,1.87667,2.096,1.71756,1.4349,1.05274,0.966674,0.906154,1.44094
1924,10,1924.79,"1924-10-15 00:00:00",-0.58842,0.220215,1.1915,1.21127,1.22018,1.46203,1.72116,1.3926,1.15425,0.796108,0.734155,0.683797
1924,11,1924.88,"1924-11-15 00:00:00",-0.326486,-1.06514,-0.0970199,0.831289,0.951475,0.963103,1.21814,1.46756,1.15719,0.957732,0.625602,0.586643
1924,12,1924.96,"1924-12-15 00:00:00",-1.56972,-1.48689,-1.58527,-0.855714,0.139506,0.383396,0.426988,0.707686,0.991496,0.70621,0.542635,0.211323
1925,1,1925.04,"1925-1-15 00:00:00",0.0071227,-1.05706,-1.23065,-1.44351,-0.826483,0.0702116,0.312092,0.36136,0.633065,0.903088,0.639008,0.488035
1925,2,1925.12,"1925-2-15 00:00:00",0.108548,-0.0438689,-1.15146,-1.1045,-1.36201,-0.787764,0.0412463,0.275856,0.327845,0.597978,0.859432,0.59954
1925,3,1925.21,"1925-3-15 00:00:00",0.266496,0.149197,0.0261412,-0.743577,-0.897424,-1.16314,-0.672176,0.0792645,0.295571,0.344099,0.599246,0.852195
1925,4,1925.29,"1925-4-15 00:00:00",0.49432,0.428958,0.302937,0.190445,-0.53574,-0.71062,-0.972185,-0.537892,0.176385,0.377224,0.42366,0.670382
1925,5,1925.38,"1925-5-15 00:00:00",-1.02436,-0.424133,-0.225663,-0.20201,-0.260718,-0.878069,-1.01754,-1.23807,-0.808844,-0.102478,0.122223,0.171218
1925,6,1925.46,"1925-6-15 00:00:00",-1.58523,-1.93979,-1.29203,-0.971775,-0.795,-0.811449,-1.32927,-1.41827,-1.58495,-1.1503,-0.457971,-0.210037
1925,7,1925.54,"1925-7-15 00:00:00",-0.295259,-1.17019,-1.79843,-1.22708,-1.01682,-0.893131,-0.898551,-1.35669,-1.44881,-1.59602,-1.19829,-0.561784
1925,8,1925.62,"1925-8-15 00:00:00",0.837004,0.277273,-0.408669,-0.811285,-0.593517,-0.488537,-0.461441,-0.493261,-0.934329,-1.05344,-1.21975,-0.882686
1925,9,1925.71,"1925-9-15 00:00:00",1.22981,1.36313,0.806022,0.217094,-0.159432,-0.0249928,0.0148658,-0.00557227,-0.0474871,-0.472854,-0.598816,-0.773644
1925,10,1925.79,"1925-10-15 00:00:00",-0.0587681,0.724008,0.969528,0.591072,0.0930083,-0.238096,-0.11494,-0.070233,-0.0829683,-0.12047,-0.521333,-0.641873
1925,11,1925.88,"1925-11-15 00:00:00",-0.100166,-0.360795,0.452046,0.725902,0.441183,-0.0148817,-0.322506,-0.198746,-0.148562,-0.154999,-0.193027,-0.579878
1925,12,1925.96,"1925-12-15 00:00:00",1.21324,0.826098,0.540729,1.0149,1.24252,0.902784,0.477633,0.185064,0.274324,0.280502,0.246164,0.203288
1926,1,1926.04,"1926-1-15 00:00:00",0.427559,1.07166,0.830942,0.608979,1.02943,1.25282,0.941923,0.548402,0.268605,0.347769,0.348101,0.312801
1926,2,1926.12,"1926-2-15 00:00:00",0.656821,0.677799,1.38564,0.970403,0.774109,1.14318,1.33842,1.05118,0.688885,0.421404,0.487587,0.47198
1926,3,1926.21,"1926-3-15 00:00:00",0.368004,0.610891,0.690599,1.15903,0.954239,0.786533,1.13002,1.32204,1.05752,0.712704,0.461363,0.524563
1926,4,1926.29,"1926-4-15 00:00:00",-0.801582,-0.29487,0.118435,0.258208,0.819554,0.651466,0.513224,0.881748,1.08508,0.849505,0.503183,0.253832
1926,5,1926.38,"1926-5-15 00:00:00",0.730929,-0.0316187,0.130196,0.395561,0.500075,0.971072,0.807747,0.664781,1.0052,1.18623,0.962107,0.633727
1926,6,1926.46,"1926-6-15 00:00:00",1.76323,1.7302,1.07733,1.02186,1.06925,1.13122,1.45777,1.27164,1.10329,1.3885,1.54238,1.31549
1926,7,1926.54,"1926-7-15 00:00:00",1.62645,2.21961,2.51457,1.79694,1.69666,1.66488,1.69242,1.90566,1.7308,1.54656,1.7883,1.93148
1926,8,1926.62,"1926-8-15 00:00:00",-0.651191,0.851298,1.4912,1.60828,1.22592,1.18845,1.24655,1.29783,1.55454,1.42649,1.28038,1.52491
1926,9,1926.71,"1926-9-15 00:00:00",-0.81428,-1.08545,0.346533,0.992821,1.12582,0.808982,0.807791,0.888067,0.941443,1.22127,1.1169,1.00036
1926,10,1926.79,"1926-10-15 00:00:00",1.39959,0.735769,0.23689,0.989391,1.50052,1.6127,1.32865,1.29233,1.32781,1.3724,1.58901,1.48646
1926,11,1926.88,"1926-11-15 00:00:00",0.134238,1.3604,0.590649,0.191587,0.903841,1.37792,1.50702,1.23384,1.19169,1.24259,1.29937,1.5321
1926,12,1926.96,"1926-12-15 00:00:00",-0.280084,-0.247599,0.701829,0.290764,-0.0338843,0.689908,1.17083,1.3183,1.0629,1.02187,1.09366,1.13964
1927,1,1927.04,"1927-1-15 00:00:00",-0.0205031,-0.308079,-0.295844,0.560481,0.18897,-0.100678,0.594965,1.07374,1.2156,0.963986,0.936887,1.01962
1927,2,1927.12,"1927-2-15 00:00:00",-0.361973,-0.398776,-0.706373,-0.515613,0.323285,-0.0152917,-0.27695,0.416632,0.89811,1.04997,0.801775,0.782133
1927,3,1927.21,"1927-3-15 00:00:00",0.18619,-0.219452,-0.312094,-0.470308,-0.429968,0.310505,0.00164038,-0.242622,0.406145,0.86059,1.00519,0.776689
1927,4,1927.29,"1927-4-15 00:00:00",1.92468,1.44495,0.903127,0.737569,0.406149,0.359813,0.953969,0.640411,0.392542,0.928768,1.35393,1.48438
1927,5,1927.38,"1927-5-15 00:00:00",-0.571238,1.21297,0.96585,0.547525,0.420018,0.159272,0.135544,0.723403,0.435153,0.203171,0.746426,1.16253
1927,6,1927.46,"1927-6-15 00:00:00",1.1115,0.402433,1.56909,1.34606,0.899223,0.778871,0.489839,0.444051,0.953434,0.678613,0.457991,0.94466
1927,7,1927.54,"1927-7-15 00:00:00",0.997322,1.35025,1.00532,1.73621,1.56958,1.19062,1.0767,0.787491,0.734191,1.16929,0.91571,0.713139
1927,8,1927.62,"1927-8-15 00:00:00",1.79433,1.71063,1.93473,1.58351,2.16157,1.98615,1.66087,1.56111,1.26602,1.21109,1.57673,1.33605
